flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2025-05-05,14,21
Chocolate,Made with cocoa powder and Callebaut chocolate.,2025-05-05,14,21
Cookies and Cream,Vanilla ice cream with Oreo sandwich cookie pieces.,2025-05-05,14,21
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2025-05-05,14,21
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2025-05-05,14,21
Key Lime Pie,"We make a key lime ice cream base with sweetened condensed milk, then mix in a graham cracker crust crumble and a marshmallow meringue swirl. Wow!",2025-05-05,14,21
Milk Chocolate Nutella Crunch,Milk chocolate and Nutella ice cream with candied hazelnut crunch mixed in.,2025-05-05,14,21
White Chocolate Amaretto,White chocolate ice cream with almond flavor.,2025-05-05,14,21
Vanilla Custard,"The first thing I ever made in home ec was Bird’s Custard. Is home ec still a thing? Anyway, this is Bird’s in ice cream form. Pairs well with strawberry!",2025-05-05,14,21
Strawberry,We start with whole local strawberries and prep them by hand for this classic flavor.,2025-05-05,14,21
Tropical Delight Sorbet (Vegan),"A sorbet made with passionfruit, guava, and lime. Refreshing!",2025-05-05,14,21
Vegan Strawberry (Vegan),A pea protein ice cream base with local berries and Madagascar vanilla.,2025-05-05,14,21
Vegan Toasted Coconut Lime (Vegan),A coconut lime base with toasted coconut flakes mixed in.,2025-05-05,14,21
Vegan Chocolate (Vegan),Both semi-sweet and dark chocolate are melted into a coconut milk base for a super smooth and creamy vegan ice cream. Probably the best vegan ice cream we’ve made yet.,2025-05-05,14,21
