flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2022-09-15,14,36
Chocolate,Made with cocoa powder and Callebaut chocolate.,2022-09-15,14,36
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2022-09-15,14,36
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2022-09-15,14,36
Vietnamese Coffee,"Why “Vietnamese”? We use espresso beans (from Bean Traders) and sweetened condensed milk, just like you’d get in a Vietnamese restaurant (or a Thai restaurant, or Guglhupf)",2022-09-15,14,36
Honey Lavender,"Lavender flower water, local wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence…or maybe that’s just us.",2022-09-15,14,36
Toffee Malt,Malty vanilla ice cream with pieces of Heath chocolate toffee mixed in.,2022-09-15,14,36
Brown Sugar Oatmeal,"Beverly’s creation! Rolled oats, brown sugar, warm spices. Already a staff favorite.",2022-09-15,14,36
Salty Malty Cookie Gravel,A salted vanilla malt base with the addition of every type of cookie we’ve ever baked! *Not safe for those with food allergies.,2022-09-15,14,36
Mango Gochujang,"Made with mangos and gochujang, a sweet/spicy chili paste",2022-09-15,14,36
Bourbon Butter Pecan,"First, we make a sauce with butter, cream, brown sugar, vanilla, and of course, bourbon. Then we add that to our ice cream base, along with toasted pecan pieces.",2022-09-15,14,36
Vegan Ginger-ginger (Vegan),Coconut-ginger base with pieces of candied ginger mixed in.,2022-09-15,14,36
Blueberry Cardamom (Vegan),"A super creamy vegan ice cream, made with both coconut milk and Italian cashew paste. Then we blend in lots of fresh NC blueberries and a touch of cardamom.",2022-09-15,14,36
Meyer Lemon Sorbet (Vegan),"SUPER tart. Made with lots of Meyer lemon juice, obviously.",2022-09-15,14,36
