flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2025-08-17,14,20
Chocolate,Made with cocoa powder and Callebaut chocolate.,2025-08-17,14,20
Cookies and Cream,Vanilla ice cream with Oreo sandwich cookie pieces.,2025-08-17,14,20
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2025-08-17,14,20
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk.,2025-08-17,14,20
Maple Brown Butter,We brown Tipperary Irish butter and add Vermont maple syrup to make this flavor – pairs well with our Vietnamese coffee!,2025-08-17,14,20
Brown Sugar Milk Tea,A milk tea ice cream with housemade dark brown sugar sauce mixed in.,2025-08-17,14,20
Cherry Bourbon Cake,Our collab with Chez Moi Bakery – a sour+amarena cherry ice cream with chunks of Red Stag bourbon cake mixed in. Not for the kiddos!,2025-08-17,14,20
Lime Cookie Crunch,Lime ice cream with lime cookie crunch.,2025-08-17,14,20
Lavender Stracciatella,Lavender ice cream with housemade magic shell swirled through.,2025-08-17,14,20
Blood Orange (Vegan),Our vegan pea protein base with blood orange purée and vanilla bean paste – like a fancy Creamsicle!,2025-08-17,14,20
Strawberry Watermelon Sorbet (Vegan),With strawberries. And watermelon!,2025-08-17,14,20
Vegan Ube (Vegan),Our coconut cream base with ube (purple yam),2025-08-17,14,20
