flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2024-08-04,14,17
Chocolate,Made with cocoa powder and Callebaut chocolate.,2024-08-04,14,17
Cookies and Cream,Vanilla ice cream with Oreo sandwich cookie pieces.,2024-08-04,14,17
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2024-08-04,14,17
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2024-08-04,14,17
Tangerine Honey Vanilla Kombucha Sorbet,"Made with Homebucha “Sunburst”, fresh citrus, and wildflower honey.",2024-08-04,14,17
Pineapple Coconut Upside Down Cake,"Made with coconut cream, housemade pineapple jam, and Chez Moi Bakery rum cake.",2024-08-04,14,17
Lemon Icebox Pie,A creamy lemon ice cream with graham cracker pieces.,2024-08-04,14,17
Pistachio Toffee Cookie,"A sweet cream base with a hint of pistachio, with Ashleigh Bakes Daily’s chocolate chip pistachio toffee cookie pieces mixed in.",2024-08-04,14,17
Fig honey,Made with local figs and wildflower honey.,2024-08-04,14,17
Banana pudding,Vanilla wafer pieces in a banana ice cream base.,2024-08-04,14,17
Vegan Saigon Cinnamon (Vegan),A coconut cream ice cream with Vietnamese cinnamon – kinda reminds us of Cinnamon Toast Crunch.,2024-08-04,14,17
Vegan Chocolate Mint (Vegan),"Chocolate and mint, a classic combo! Made with our coconut cream base.",2024-08-04,14,17
