flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-06-29,14,16
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-06-29,14,16
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2023-06-29,14,16
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-06-29,14,16
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-06-29,14,16
Honey Lavender,"Lavender flower water, local wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence…or maybe that’s just us.",2023-06-29,14,16
Mascarpone with Peach Swirl,NA,2023-06-29,14,16
White Chocolate Oreo,White chocolate ice cream with lots of Oreo pieces mixed in.,2023-06-29,14,16
Rum cake,Made with Cruzan white rum and rum cake from Chez Moi Bakery!,2023-06-29,14,16
Blackberry,Made with 100% NC blackberries.,2023-06-29,14,16
Vegan Vietnamese Coffee (Vegan),Our coconut cream ice cream base with cold-brewed espresso and sweetened condensed oat milk.,2023-06-29,14,16
Peach Bellini Sorbet (Vegan),White peach sorbet with champagne!,2023-06-29,14,16
Toasted Coconut (Vegan),Toasted coconut flakes mixed into a coconut-milk base.,2023-06-29,14,16
