flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-05-11,14,16
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-05-11,14,16
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2023-05-11,14,16
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-05-11,14,16
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-05-11,14,16
Honey Lavender,"Lavender flower water, local wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence…or maybe that’s just us.",2023-05-11,14,16
Strawberry,We start with whole local strawberries and prep them by hand for this classic flavor.,2023-05-11,14,16
Key Lime Pie,"Our ice cream base is combined with key lime juice and sweetened condensed milk, then we mix graham crumbs in during extraction.",2023-05-11,14,16
Malted Twix,Vanilla malt ice cream with Twix pieces mixed in.,2023-05-11,14,16
Birthday Cake,Cake batter ice cream with rainbow sprinkles and our own cake pieces.,2023-05-11,14,16
Vegan Black Sesame (Vegan),Our coconut milk ice cream base blended with Japanese black sesame paste.,2023-05-11,14,16
Strawberry Shortcake (Vegan),Strawberry “ice cream” (coconut and cashew milk base) with vanilla cake pieces mixed in.,2023-05-11,14,16
Strawberry Lemonade Sorbet (Vegan),NA,2023-05-11,14,16
