flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2022-11-03,14,32
Chocolate,Made with cocoa powder and Callebaut chocolate.,2022-11-03,14,32
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2022-11-03,14,32
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2022-11-03,14,32
Vietnamese Coffee,"Why “Vietnamese”? We use espresso beans (from Bean Traders) and sweetened condensed milk, just like you’d get in a Vietnamese restaurant (or a Thai restaurant, or Guglhupf)",2022-11-03,14,32
Honey Lavender,"Lavender flower water, local wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence…or maybe that’s just us.",2022-11-03,14,32
Pumpkin Stracciatella,Our seasonal pumpkin ice cream with the addition of dark chocolate flake.,2022-11-03,14,32
London Fog,Earl grey tea and oil of bergamot are steeped in cream for an ice cream reminiscent of that well-known coffeehouse beverage.,2022-11-03,14,32
Malted Cinnamon,Two flavors that work wonderfully together. Tastes like a cinnamon bun.,2022-11-03,14,32
Bourbon Butter Pecan,"First, we make a sauce with butter, cream, brown sugar, vanilla, and of course, bourbon. Then we add that to our ice cream base, along with toasted pecan pieces.",2022-11-03,14,32
Vegan Double Biscoff (Vegan),"Our oat milk base* blended with Biscoff cookie butter, with loads of Biscoff cookies mixed in. *Contains coconut oil",2022-11-03,14,32
Meyer Lemon Sorbet (Vegan),"SUPER tart. Made with lots of Meyer lemon juice, obviously.",2022-11-03,14,32
Vegan Chocolate (Vegan),Both semi-sweet and dark chocolate are melted into a coconut milk base for a super smooth and creamy vegan ice cream. Probably the best vegan ice cream we’ve made yet.,2022-11-03,14,32
