flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2022-08-13,14,24
Chocolate,Made with cocoa powder and Callebaut chocolate.,2022-08-13,14,24
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2022-08-13,14,24
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2022-08-13,14,24
Vietnamese Coffee,"Why “Vietnamese”? We use espresso beans (from Bean Traders) and sweetened condensed milk, just like you’d get in a Vietnamese restaurant (or a Thai restaurant, or Guglhupf)",2022-08-13,14,24
Honey Lavender,"Lavender flower water, local wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence…or maybe that’s just us.",2022-08-13,14,24
Toffee Malt,Malty vanilla ice cream with pieces of Heath chocolate toffee mixed in.,2022-08-13,14,24
Cantaloupe,Cantaloupe!,2022-08-13,14,24
Mango Gochujang,"Made with mangos and gochujang, a sweet/spicy chili paste",2022-08-13,14,24
Summer Corn with Blueberry Swirl,"Sweet local corn, with a swirl of fresh local blueberries!",2022-08-13,14,24
Cherry Sorbet (Vegan),Made from Morello cherries,2022-08-13,14,24
Chai Oreo (Vegan),Our vegan coconut base with chai spice and Oreo pieces,2022-08-13,14,24
Vegan Chocolate (Vegan),Both semi-sweet and dark chocolate are melted into a coconut milk base for a super smooth and creamy vegan ice cream. Probably the best vegan ice cream we’ve made yet.,2022-08-13,14,24
Toasted Coconut (Vegan),Toasted coconut flakes mixed into a coconut-milk base.,2022-08-13,14,24
