flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-09-12,14,15
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-09-12,14,15
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2023-09-12,14,15
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-09-12,14,15
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-09-12,14,15
Honey Lavender,"Lavender flower water, wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence… or maybe that’s just us.",2023-09-12,14,15
Cookie Butter,Ice cream made with Biscoff cookies and Lotus Biscoff cookie butter.,2023-09-12,14,15
Figgy Maple Walnut,Our seasonal twist on a classic! Maple syrup and toasted walnuts combined with fresh fig puree.,2023-09-12,14,15
Ginger Dulce de Leche,Ice cream made with fresh ginger juice and a swirl of milk caramel.,2023-09-12,14,15
Milk Chocolate with Black Pepper,Fresh-ground black pepper adds a spicy kick and almost floral flavor to this ice cream made with Callebaut milk chocolate.,2023-09-12,14,15
Cherry Bounce Sorbet (Vegan),"This brandied cherry sorbet has a hint of cinnamon, nutmeg, and cloves",2023-09-12,14,15
Vegan Salty Caramel Banoffee Pie (Vegan),"A coconut-oat caramel ice cream with fresh bananas blended into the base, and crushed graham crackers mixed in.",2023-09-12,14,15
Vegan Chocolate (Vegan),Both semi-sweet and dark chocolate are melted into a coconut milk base for a super smooth and creamy vegan ice cream. Probably the best vegan ice cream we’ve made yet.,2023-09-12,14,15
