flavor,description,date,hour,minute
Vanilla,We use a combination of double-fold Mexican vanilla extract and Madagascar bourbon vanilla paste for this classic flavor.,2023-08-07,14,15
Chocolate,Made with cocoa powder and Callebaut chocolate.,2023-08-07,14,15
Cookies and Cream,Vanilla ice cream with pieces of sandwich cookies.,2023-08-07,14,15
Salted Butter Caramel,"Made with butter, cream, and lots of coarse sea salt, this is our most popular flavor.",2023-08-07,14,15
Vietnamese Coffee,Made with cold-brewed Bean Traders espresso beans and sweetened condensed milk,2023-08-07,14,15
Honey Lavender,"Lavender flower water, wildflower honey. This flavor will make you feel like you’re drifting through a field in Provence… or maybe that’s just us.",2023-08-07,14,15
Strawberry,We start with whole local strawberries and prep them by hand for this classic flavor.,2023-08-07,14,15
Lemon Blueberry Cookie,Lemon + blueberry ice cream with cookie pieces,2023-08-07,14,15
Banana pudding,Vanilla wafer pieces in a banana ice cream base.,2023-08-07,14,15
Today’s Sorbet (Vegan),"Sorbet flavors vary frequently, so call the shop to see what we’ve got in the case today! We promise it’s always vegan and always delicious.",2023-08-07,14,15
Almond Stracciatella (Vegan),Creamy coconut milk base with almond flavoring and dark chocolate “magic shell” mixed in.,2023-08-07,14,15
Orange Creamsicle (Vegan),Fresh orange juice and vanilla bean paste in a creamy mild coconut base.,2023-08-07,14,15
